Наименование;Агент;Широта;Долгота;СуммаПродаж;КоличествоДокументов;ПериодС;ПериодПо
"Гастроном "Колос" ул.Мухтара Азизова 5а т. 8988 799 08 83 Шамсият";"ТЭ Хачаалиева Гуарша (чабан)";42.957433;47.525428;49 358.00;6;2026-02-01;2026-05-31
"Гастроном "М5" ул.Славы 5,т..8964-012-24-44 ПРИЕМКА 17,00";"ТЭ Хачаалиева Гуарша (чабан)";42.949095;47.563900;338 218.00;27;2026-02-01;2026-05-31
"Гастроном "Магазин 3" ул.П.Первого 49 т. 8 928 980 34 97 ";"ТЭ Хачаалиева Гуарша (чабан)";42.955941;47.564600;104 676.00;11;2026-02-01;2026-05-31
"Гастроном "Магнат" ул.Хивский проезд 10 т.8967 402 95 95 (бывший Фермер на Булача)";"ТЭ Хачаалиева Гуарша (чабан)";42.954382;47.545906;123 482.00;8;2026-02-01;2026-05-31
"Гастроном "Мадина" ул.Насрудинова 65";"ТЭ Хачаалиева Гуарша (чабан)";42.955923;47.559392;237 468.00;23;2026-02-01;2026-05-31
"Гастроном "Манго" (быв.Копеечка на петра) ул.Времена  года 15.т..8928-554-44-64 Анжела";"ТЭ Хачаалиева Гуарша (чабан)";42.959880;47.552979;248 706.00;19;2026-02-01;2026-05-31
"Гастроном "Мандарин",ул. Габитова,23 т. 89644917735  Абдулнасыр";"ТЭ Хачаалиева Гуарша (чабан)";42.964379;47.552220;467 746.00;30;2026-02-01;2026-05-31
"Гастроном "Марина", ул. Насрутдинова 111";"ТЭ Хачаалиева Гуарша (чабан)";42.944977;47.571508;95 142.00;13;2026-02-01;2026-05-31
"Гастроном "Марьям"  Ул Ансалтинская  +7 928 836-75-72   (Березка)";"ТЭ Хачаалиева Гуарша (чабан)";42.939632;47.567380;179 291.00;15;2026-02-01;2026-05-31
"Гастроном "Махмас" ул.Кородинская 31 т.8989 476 46 41";"ТЭ Хачаалиева Гуарша (чабан)";42.954179;47.566955;109 902.00;11;2026-02-01;2026-05-31
"Гастроном "Маш-Маш"  ул. Булача 14 б  т. 8 928 287 91 81  Зарема";"ТЭ Хачаалиева Гуарша (чабан)";42.953301;47.541231;90 613.00;14;2026-02-01;2026-05-31
"Гастроном "Мега-маркет" ул.Гапцахская 8 Гасан";"ТЭ Хачаалиева Гуарша (чабан)";43.047271;47.450459;89 909.00;6;2026-02-01;2026-05-31
"Гастроном "Микс-маркет", ул. Петра Первого 45 "в"  /  928 552 79 03";"ТЭ Хачаалиева Гуарша (чабан)";42.963385;47.548872;120 488.00;20;2026-02-01;2026-05-31
"Гастроном "Мини-маркет Сакура" ул. Петра1 193б тел. 8999 320 77 77";"ТЭ Хачаалиева Гуарша (чабан)";42.965237;47.547262;130 960.00;14;2026-02-01;2026-05-31
"Гастроном "Мини-маркет"  ул. Азизова  тупик  5  т.  8 928 219 99 31 Фатима";"ТЭ Хачаалиева Гуарша (чабан)";42.962783;47.532782;80 565.00;7;2026-02-01;2026-05-31
"Гастроном "Минимаркет" ул Булача 8Е ( возле б/з  Рамина ) Тел: 8961-833-08-88 Асият_";"ТЭ Хачаалиева Гуарша (чабан)";42.965209;47.547800;112 776.00;14;2026-02-01;2026-05-31
"Гастроном "Минимаркет" ул.Бабаюртовская 1 (петра первого 61),т..89898803638 Марина";"ТЭ Хачаалиева Гуарша (чабан)";42.954799;47.557957;121 528.00;8;2026-02-01;2026-05-31
"Гастроном "Минимаркет"(вишня), ул. Магарамкентская 26, Приморский р - н / Хамис 8 988 217-22-99 ";"ТЭ Хачаалиева Гуарша (чабан)";42.955259;47.547195;187 081.00;14;2026-02-01;2026-05-31
"Гастроном "Мультимаркет" Петра Первого 49 "о" / Шамиль - 928 052 90 66";"ТЭ Хачаалиева Гуарша (чабан)";42.962885;47.550325;125 424.00;16;2026-02-01;2026-05-31
"Гастроном "Мурад" ул.Хивская 27. тел:8(989)897-22-00,8 988 448-54-18 ";"ТЭ Хачаалиева Гуарша (чабан)";42.951417;47.550124;87 190.00;12;2026-02-01;2026-05-31
"Гастроном "Нур", ул. Насрудинова 65 "г" / Гуля - 928 872 43 39, 989 462 29 85";"ТЭ Хачаалиева Гуарша (чабан)";42.956029;47.559947;144 326.00;25;2026-02-01;2026-05-31
"Гастроном "Нурият",  ул. Петра 49 "к" / Эльмира - 928 284 44 55";"ТЭ Хачаалиева Гуарша (чабан)";42.964163;47.548956;209 829.00;30;2026-02-01;2026-05-31
"Гастроном "Овощи фрукты", ул. Лаптиева 63 "б"  89886323717 Минаят";"ТЭ Хачаалиева Гуарша (чабан)";42.962004;47.555916;115 898.00;12;2026-02-01;2026-05-31
"Гастроном "ОПТ" ул, Э, Ибрагимовой 5 к т,8-989-899-71-25 Гаджи";"ТЭ Хачаалиева Гуарша (чабан)";42.962505;47.531844;758 587.00;31;2026-02-01;2026-05-31
"Гастроном "ОПТмаркет", ул. Хивская 27 а. тел. 8996 419- 61-69 -Магомед.";"ТЭ Хачаалиева Гуарша (чабан)";42.951014;47.550659;186 219.00;11;2026-02-01;2026-05-31
"Гастроном "Оптовик 1",ул Ванашимахинская 10/2 т.8928 5189266 Зульхиджа (ул.Булача 10)";"ТЭ Хачаалиева Гуарша (чабан)";42.926947;47.556685;90 119.00;8;2026-02-01;2026-05-31
"Гастроном "Оптовик",  ул.Лаптиева 55 т.8 964 013 13 45";"ТЭ Хачаалиева Гуарша (чабан)";42.965777;47.548923;663 094.00;21;2026-02-01;2026-05-31
"Гастроном "Оптовик", ул. Лаптиева 44 "а" / 8 928 833-21-33 Шамиль";"ТЭ Хачаалиева Гуарша (чабан)";42.967645;47.545929;523 079.00;16;2026-02-01;2026-05-31
"Гастроном "Оптовый" ул.Магарамкентская 15 а т.8928 219 99 31 Фатима ";"ТЭ Хачаалиева Гуарша (чабан)";42.956833;47.561885;272 379.00;21;2026-02-01;2026-05-31
"Гастроном "Пчелка" (Домашний. Низкие цены )ул. Башкирская 2";"ТЭ Хачаалиева Гуарша (чабан)";42.942928;47.571859;162 516.00;13;2026-02-01;2026-05-31
"Гастроном "Сабина", ул. 65 лет Победы / Нарима - 967 394 05 49";"ТЭ Хачаалиева Гуарша (чабан)";42.945612;47.565760;168 503.00;17;2026-02-01;2026-05-31
"Гастроном "Сабр"  ул.Хивская 5  т. 8 938 935 74 06 Магомед";"ТЭ Хачаалиева Гуарша (чабан)";42.953342;47.544215;193 181.00;17;2026-02-01;2026-05-31
"Гастроном "Смайл",  ул. Петра Первого 109 / Аминат - 964 010 06 02";"ТЭ Хачаалиева Гуарша (чабан)";42.950464;47.568356;71 453.00;9;2026-02-01;2026-05-31
"Гастроном "Строй-маркет" ул. Булача 8 963 423 77 66";"ТЭ Хачаалиева Гуарша (чабан)";42.954979;47.547393;173 692.00;18;2026-02-01;2026-05-31
"Гастроном "Тамам" ул. Лаптиева 14 / 8 (928) 831 45 48 (Зульфия) ";"ТЭ Хачаалиева Гуарша (чабан)";42.970225;47.537419;230 454.00;17;2026-02-01;2026-05-31
"Гастроном "Фируза", ул. Хивская 8 (27 в)";"ТЭ Хачаалиева Гуарша (чабан)";42.951417;47.550124;148 898.00;14;2026-02-01;2026-05-31
"Гастроном "Фруктис"( №55) ул. Ансалтинская 10 / Зуля 928 538 09 09 ";"ТЭ Хачаалиева Гуарша (чабан)";42.942531;47.571231;77 806.00;9;2026-02-01;2026-05-31
"Гастроном "Фрукты и продукты" ул. Лаптиева 55 т.  8 988 278 03 20 Магомед-Расул";"ТЭ Хачаалиева Гуарша (чабан)";42.963852;47.550166;131 130.00;9;2026-02-01;2026-05-31
"Гастроном "Халяль", ул. Петра 29 "б" / Наида - 988 278 - 85 - 86, 963 -370 80 86";"ТЭ Хачаалиева Гуарша (чабан)";42.966986;47.542406;84 525.00;6;2026-02-01;2026-05-31
"Гастроном "Чайка" ул. Времена Года15 / Гузель 8980 000 39 74";"ТЭ Хачаалиева Гуарша (чабан)";42.960497;47.558849;207 339.00;21;2026-02-01;2026-05-31
"Гастроном "Шахбан" Петра Первого 29 "б" / 89640057354 Марина";"ТЭ Хачаалиева Гуарша (чабан)";42.966791;47.542716;71 778.00;14;2026-02-01;2026-05-31
"Гастроном "Эконом",  ул. Петра Первого,  напротив г-ма "Чайка" / Омар - 928 555 30 48";"ТЭ Хачаалиева Гуарша (чабан)";42.963116;47.550678;64 870.00;9;2026-02-01;2026-05-31
"Гастроном "Элит", ул.Габитова 14а. Аня";"ТЭ Хачаалиева Гуарша (чабан)";42.963189;47.552418;495 843.00;26;2026-02-01;2026-05-31
"Гастроном "Эра" (быв. "Лезгинка") ул. Булача 32  / 988 209 06 99";"ТЭ Хачаалиева Гуарша (чабан)";42.954107;47.546849;390 558.00;22;2026-02-01;2026-05-31
"Гастроном "Я свой", ул. Петра Первого49 "а"";"ТЭ Хачаалиева Гуарша (чабан)";42.962613;47.549562;105 486.00;18;2026-02-01;2026-05-31
"Гастроном (Мини-маркет) "Имбирь" р-н ФСБ дома / Оксана - 964 006 03 05";"ТЭ Хачаалиева Гуарша (чабан)";42.953113;47.554476;134 127.00;25;2026-02-01;2026-05-31
"Гастроном (минимаркет) ул.Булача 8д тел :8928-598-12-48 Жасмина (возле озера)";"ТЭ Хачаалиева Гуарша (чабан)";42.955115;47.547647;111 887.00;10;2026-02-01;2026-05-31
"Гастроном №134, ул. Нижневартовская 134, напротив "Апельсина"  / Шакир - 928 582 24 44 ";"ТЭ Хачаалиева Гуарша (чабан)";42.951389;47.564173;117 203.00;12;2026-02-01;2026-05-31
"Гастроном №43, ул. Петра Первого 43  (синяя будка)  т. 8 928 981 26 67  Залина";"ТЭ Хачаалиева Гуарша (чабан)";42.964207;47.546737;163 439.00;19;2026-02-01;2026-05-31
"Гастроном №59, ул. Петра Первого 59 / Аминат 963 427 96 14 ";"ТЭ Хачаалиева Гуарша (чабан)";42.959664;47.552781;63 257.00;6;2026-02-01;2026-05-31
"Гастроном №63, ул. Петра Первого 44  / Джамиля - 928 570 19 18 ";"ТЭ Хачаалиева Гуарша (чабан)";42.956170;47.554290;409 391.00;32;2026-02-01;2026-05-31
"Гастроном ул.Булача 14а (2 подезд) т.8 988 449 50 05 ";"ТЭ Хачаалиева Гуарша (чабан)";42.954098;47.540635;158 912.00;15;2026-02-01;2026-05-31
"Гастроном ул.Геджухская 6  тел: 8(928)055-66-07";"ТЭ Хачаалиева Гуарша (чабан)";42.951846;47.535829;186 230.00;10;2026-02-01;2026-05-31
"Гастроном, ул. Бейбулатова 28 / Амина - 928 - 577-36-26 ";"ТЭ Хачаалиева Гуарша (чабан)";42.968150;47.536524;199 811.00;24;2026-02-01;2026-05-31
"Гастроном,ул.Эльзы Ибрагимовой,27а Саида 8 928 298 51 73";"ТЭ Хачаалиева Гуарша (чабан)";42.966561;47.537699;131 441.00;18;2026-02-01;2026-05-31
"Гастроном. ул. Гапцахская (второй тупик)";"ТЭ Хачаалиева Гуарша (чабан)";42.962517;47.531998;252 015.00;18;2026-02-01;2026-05-31
"Гастроном" Арчиб-Рочиб"ул. Лаптиева 10 тупик 2 т.8-967-391-97-71 Рахматбике";"ТЭ Хачаалиева Гуарша (чабан)";42.971476;47.535732;65 287.00;11;2026-02-01;2026-05-31
"Гастроном"Оптовик Джамиля"( беммби)ул.Эльзы Ибрагимовой 31б к.2,т..8922 658 00 42 Мадина";"ТЭ Хачаалиева Гуарша (чабан)";42.956335;47.559382;131 675.00;20;2026-02-01;2026-05-31
"Детский сад "Панда" ";"ТЭ Хачаалиева Гуарша (чабан)";42.966305;47.545026;65 940.00;20;2026-02-01;2026-05-31
"ИП Джаброилова Зульфия А.С/т "Мэтро" Редукторный р-н ул.Красноярская (дома ФСБ) т. 9882963403 Зарина";"ТЭ Хачаалиева Гуарша (чабан)";42.951532;47.554173;561 052.00;20;2026-02-01;2026-05-31
"ИП Магомедов Гамзат Гасанович Супермаркет Опт-маркет ул,Петра 1 63 Сакине Ханум т,8928 056 98 28";"ТЭ Хачаалиева Гуарша (чабан)";42.956265;47.554348;869 326.00;18;2026-02-01;2026-05-31
"ИП Мурадалиев Нариман М Гастроном "Мега-полис" ул.Гапцахская 8, т.8906 447 36 84 ";"ТЭ Хачаалиева Гуарша (чабан)";42.955873;47.561333;123 824.00;7;2026-02-01;2026-05-31
"ООО "Курорт Аллея" Отель "Марва"  ул. Лазурная 29/1";"ТЭ Хачаалиева Гуарша (чабан)";42.953480;47.573415;13 302.00;3;2026-02-01;2026-05-31
"Султанбеков Магомедазиз М.(ИП)  Супермаркет "Фемели" ул. Габитова 12г т.89884342121";"ТЭ Хачаалиева Гуарша (чабан)";42.962921;47.552535;1 032 183.00;32;2026-02-01;2026-05-31
"Супермаркет " Джами "ул,Гапцахская 2-й тупик д, 11 т, 8-903-275-79-97 Эльмира";"ТЭ Хачаалиева Гуарша (чабан)";42.956858;47.558894;97 534.00;11;2026-02-01;2026-05-31
"Супермаркет "Визит"  ул. Петра  1  т.  8 928 584 74 31  Джамиля";"ТЭ Хачаалиева Гуарша (чабан)";42.962208;47.549852;127 553.00;17;2026-02-01;2026-05-31
"Супермаркет "Манго",  ул.Лаптиева 57 ж  т.8928 510 63 61 Хадиджа ";"ТЭ Хачаалиева Гуарша (чабан)";42.963207;47.552739;78 450.00;10;2026-02-01;2026-05-31
